Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start,found_match
Will Sasso,1975-05-24,M,1.91,Italian Canadians,24.0,3.2077584689206264,Male,Did not go,,,Ladner British Columbia,1975-05-24,,,1990.0,False
Fran Drescher,1957-09-30,F,1.7,Ashkenazi Jews,22.0,3.206958864105103,Male,sub 1500 school,,, US,1957-09-30,,,,False
Wayne Pygram,1959-10-13,M,1.83,,29.0,3.202937451838052,Male,Did not go,Yes,Dance,Cootamundra New South Wales Australia,,,,,False
Henry Darrow,1933-09-15,M,1.78,,52.0,3.2023067235985256,Male,Did not go,,,New York City New York US,1933-09-15,,2.0,1959.0,False
Wilson Cruz,1973-12-27,M,1.74,,26.0,3.1996791605274835,Male,Did not go,,,Brooklyn New York US,1973-12-27,,,1994.0,False
Megan Henning,1978-09-13,F,1.52,,28.0,3.192443218132024,Female,Did not go,,,Baltimore Maryland United States,,,,2000.0,False
Jessica Lee Rose,1987-04-26,F,1.61,,20.0,3.192443218132024,Female,Colorado School of Mines,,,Salisbury Maryland US,1987-04-26,,1.0,2006.0,True
Matthew McConaughey,1969-11-04,M,1.83,,23.0,3.190458559239071,Male,University of Texas Dallas,,Football,Uvalde Texas US,1969-11-04,,3.0,1991.0,True
Gary Graham,1950-06-06,M,1.778,,33.0,3.1896603614901284,Male,Did not go,,,Long Beach California US,1950-06-06,,1.0,1975.0,False
Mark Dacascos,1964-02-26,M,1.753,Irish Americans,28.0,3.187712055347648,Male,Portland State University,,Martial arts,Honolulu Hawaii US,1964-02-26,,3.0,1985.0,True
Tippi Hedren,1930-01-19,F,1.65,Swedish Americans,60.0,3.184953934416473,Female,Did not go,,,New Ulm Minnesota US,1930-01-19,,,1950.0,False
Michael Ian Black,1971-08-12,M,1.8,Jewish people,29.0,3.1816280787091173,Male,Did not go,,,Chicago Illinois US,1971-08-12,,2.0,,False
Michael Murphy,1938-05-05,M,1.85,,51.0,3.180085537990536,,Did not go,,,,,,,,False
Dennis Lipscomb,1942-03-01,M,1.85,,41.0,3.179993823935136,Male,Did not go,,,,1942-03-01,,,,False
Jim Piddock,1956-04-08,M,1.78,English people,44.0,3.179858025470052,Male,Specialised Drama School,,,Rochester Kent England,1956-04-08,,1.0,1978.0,False
Robin Wright,1966-04-08,F,1.68,White Americans,21.0,3.177533615118308,Female,Did not go,,,Fort Worth Texas US,1966-04-08,,,1983.0,False
Joey Lawrence,1976-04-20,M,1.73,,12.0,3.1775138769343587,Male,University of Southern California,,,Abington Township Montgomery County Pennsylvania US,1976-04-20,,3.0,1981.0,True
Jack Warden,1920-09-18,M,1.79,,61.0,3.176597204334568,Male,Did not go,Yes,,Newark New Jersey US,1920-09-18,,1.0,1945.0,False
Reese Witherspoon,1976-03-22,F,1.56,Scottish Americans,19.0,3.1755680337254004,Female,Stanford University,,,New Orleans Louisiana US,1976-03-22,,3.0,1991.0,True
James Frain,1968-03-14,M,1.829,English people,25.0,3.174090634935636,Male,Specialised Drama School,Yes,,Leeds West Riding of Yorkshire England,1968-03-14,,2.0,1993.0,False
James Legros,1962-04-27,M,1.77,,24.0,3.169380477338576,,Did not go,,,,,,,,False
Billy Drago,1945-11-30,M,1.79,Indigenous peoples of the Americas,35.0,3.1684219896612937,Male,Did not go,Yes,,Hugoton Kansas US,1945-11-30,,2.0,1979.0,False
Wil Horneff,1979-06-12,M,1.8,,14.0,3.162457502753093,Male,Columbia University,,Dance,Englewood New Jersey US,1979-06-12,,,1992.0,True
Andy Milonakis,1976-01-30,M,1.664,Greek Americans,29.0,3.161982122757613,,Did not go,,,Katonah New York US,1976-01-30,,,2006.0,False
Scout Taylor-Compton,1989-02-21,F,1.6,,15.0,3.161740089109214,Female,Did not go,Yes,,Long Beach California US,1989-02-21,,,1998.0,False
Luke Pasqualino,1990-02-19,M,1.87,,22.0,3.161414078595845,Male,Did not go,,Football,Peterborough Cambridgeshire England,1990-02-19,,,2008.0,False
Joe Pantoliano,1951-09-12,M,1.76,Italian Americans,31.0,3.161219629594719,Male,Did not go,Yes,,Hoboken New Jersey US,1951-09-12,,4.0,1974.0,False
Rob Brydon,1965-05-03,M,1.702,Welsh people,30.0,3.159689561912227,Male,Specialised Drama School,Yes,,Baglan Glamorgan Wales,1965-05-03,,5.0,1985.0,False
Robert Llewellyn,1956-03-10,M,1.829,,48.0,3.1576674738828445,Male,Did not go,Yes,,Northampton England,1956-03-10,,2.0,,False
Andy Hamilton,1954-05-28,M,1.6,,50.0,3.1576674738828445,Male,University of Cambridge,,,London,1954-05-28,,3.0,1972.0,True
Shane McMahon,1970-01-15,M,1.87,White Americans,32.0,3.147370760241704,Male,Boston University,,,Gaithersburg Maryland US1,1970-01-15,,3.0,1990.0,True
Jenny Seagrove,1957-07-04,F,1.676,,25.0,3.1465393803303425,Female,Specialised Drama School,Yes,,Kuala Lumpur Malaya,1957-07-04,,,1980.0,False
Amanda Plummer,1957-03-23,F,1.68,,25.0,3.1430278462922647,Female,Did not go,Yes,,New York City US,1957-03-23,,,1979.0,False
Ken Wahl,1954-10-31,M,1.82,,27.0,3.1410446487709702,Male,Did not go,,Baseball,Chicago Illinois US,1957-02-14,,1.0,1979.0,False
Francesca P. Roberts,1953-12-19,F,1.78,,35.0,3.1385241562158632,Female,sub 1500 school,Yes,,Los Angeles California US1,1953-12-19,,,1979.0,False
Ivan Brutsche,,M,1.83,,,3.134591032823773,,Did not go,,,,,,,,False
Kiana Tom,1965-03-14,F,1.67,,34.0,3.1344935847491664,,Did not go,,,Hawaii US1,,,2.0,1995.0,False
Karis Paige Bryant,1985-06-16,F,1.57,,14.0,3.1344935847491664,,Did not go,,,,,,,,False
Rene Auberjonois,1940-06-01,M,1.83,,42.0,3.133545290092882,Male,Carnegie Mellon University,Yes,,Manhattan New York City US,1940-06-01,,2.0,1962.0,True
Marc Singer,1948-01-29,M,1.87,Jewish people,43.0,3.126473821037607,Male,Did not go,Yes,Football,Vancouver British Columbia Canada,1948-01-29,CanadaUnited States,,1973.0,False
Adrian Pasdar,1965-04-30,M,1.78,,21.0,3.124144389831621,Male,Did not go,,Football,Pittsfield Massachusetts US,1965-04-30,,2.0,1986.0,False
Dick Durock,1937-01-18,M,1.98,,43.0,3.117324365220634,Male,Did not go,,,South Bend Indiana US1,1937-01-18,,,1967.0,False
Kate Capshaw,1953-11-03,F,1.7,,30.0,3.1153724207873554,Female,"University of Missouri, Kansas City",,,Fort Worth Texas US,1953-11-03,,6.0,1981.0,True
Matt L. Jones,1981-11-01,M,1.93,,29.0,3.114560721701716,Male,Did not go,Yes,,Sacramento California US,1981-11-01,,2.0,2002.0,False
Catherine McCord,1974-05-10,F,1.77,,36.0,3.114560721701716,Female,Did not go,,,Louisville Kentucky,1974-05-10,,3.0,,False
Kaylee Defer,1986-09-23,F,1.68,,24.0,3.114560721701716,,Did not go,,,,,,,,False
Betty Aberlin,1942-12-30,F,1.57,,68.0,3.114560721701716,Female,sub 1500 school,Yes,Dance,New York City US,1942-12-30,,,1968.0,False
Deborah Aquila,,F,1.8,,,3.114560721701716,,Did not go,,,,,,,,False
Paul Winfield,1939-05-22,M,1.85,African Americans,42.0,3.112330819129793,Male,"University of California, Los Angeles (UCLA)",Yes,,Dallas Texas US,1939-05-22,,,1965.0,True
Arturo Gil,1960-03-13,M,1.06,,27.0,3.1108840771469484,,Did not go,,,,,,,,False
Sandy Dennis,1937-04-27,F,1.57,,50.0,3.110329389459272,Female,Did not go,Yes,,Hastings Nebraska US,1937-04-27,,,1956.0,False
Ashton Holmes,1978-02-17,M,1.74,,27.0,3.11031751460064,Male,Did not go,,,Albany New York US,1978-02-17,,,2003.0,False
Alfred Molina,1953-05-24,M,1.89,English people,28.0,3.1091786807178288,Male,Specialised Drama School,Yes,,Paddington London England,1953-05-24,United KingdomUnited States,1.0,1970.0,False
Summer Phoenix,1978-12-10,F,1.7,Jewish people,22.0,3.108973794482675,Male,Specialised Arts School,Yes,,Winter Park Florida US,1978-12-10,,2.0,1984.0,False
Mae Whitman,1988-06-09,F,1.55,,8.0,3.1050513886121727,Male,Did not go,,,Los Angeles California US,1988-06-09,,1.0,1993.0,False
Juli Ashton,1968-10-05,F,1.75,White Americans,28.0,3.100821679890925,Female,Colorado State University,,,Colorado Springs Colorado United States1,1969-10-05,,,1994.0,True
Toddy Walters,1969-10-24,F,1.67,,27.0,3.100821679890925,Female,University of Colorado Boulder,Yes,Track,Denver Colorado US,1969-10-24,,,,True
Zahn McClarnon,1966-10-24,M,1.68,Indigenous peoples of the Americas,28.0,3.100611802413848,Male,Did not go,Yes,Dance,Denver Colorado US,1966-10-24,,,1992.0,False
Jami Gertz,1965-10-28,F,1.651,Jewish people,18.0,3.0997652315077024,Female,Did not go,,,Chicago Illinois US,1965-10-28,,3.0,1981.0,False
Chris Isaak,1956-06-26,M,1.842,,40.0,3.098232385085017,Male,Did not go,,,Stockton California,1956-06-26,,,1978.0,False
Harvey Fierstein,1952-06-06,M,1.89,Jewish people,41.0,3.09596230657641,Male,sub 1500 school,Yes,,New York City US,1952-06-06,,,1981.0,False
John Ventimiglia,1963-07-17,M,1.78,,33.0,3.095244013043446,Male,Did not go,,Football,New York City US,,,2.0,1985.0,False
Michael Ironside,1950-02-12,M,1.78,English people,33.0,3.0950110218511053,Male,Specialised Arts School,,Dance,Toronto Ontario Canada,1950-02-12,,2.0,1977.0,False
Meat Loaf,1947-09-27,M,1.778,,39.0,3.089803115806805,Male,Did not go,,Football,Dallas Texas US,1947-09-27,,,1968.0,False
Tom Conti,1941-11-22,M,1.8,Scottish people,63.0,3.0861549102737924,Male,Specialised Music School,Yes,,Paisley Renfrewshire Scotland,1941-11-22,,,1963.0,False
Isabella Rossellini,1952-06-18,F,1.73,Swedish Americans,32.0,3.085675246521212,Female,Did not go,,,Rome Italy,1952-06-18,ItalyUnited States,2.0,1976.0,False
Tom Savini,1946-11-03,M,1.689,,40.0,3.0841016309317046,Male,Did not go,Yes,Track,Pittsburgh Pennsylvania US,1946-11-03,,,1974.0,False
Brian Keaulana,1961,M,1.83,,43.0,3.0814105664596525,Male,Did not go,,,Makaha Hawaii United States,,,,,False
Tony Dorsett,1954-04-07,M,1.8,,49.0,3.0814105664596525,,sub 1500 school,,Football,Rochester Pennsylvania,1954-04-07,,,,False
Sara Foster,1981-08-02,F,1.753,,22.0,3.0814105664596525,Female,Did not go,,,Los Angeles California US,1981-02-05,,2.0,1999.0,False
Alyssa Milano,1972-12-19,F,1.57,Italian Americans,12.0,3.0750379640508942,Female,Did not go,,,Brooklyn New York City US,1972-12-19,,2.0,1984.0,False
Ido Mosseri,1978-04-17,M,1.65,,30.0,3.0712718658745484,Male,Did not go,,,Tel Aviv Israel,1978-04-17,,,1987.0,False
Dedee Pfeiffer,1964-01-01,F,1.65,,25.0,3.0707825874902697,Female,Did not go,,,Midway City California US,1964-01-01,,,1985.0,False
Aron Eisenberg,1969-01-06,M,1.52,,19.0,3.0707825874902697,Male,sub 1500 school,Yes,,Los Angeles California US,1969-01-06,,2.0,1988.0,False
Bonnie Bedelia,1948-03-25,F,1.613,,40.0,3.07027928520628,Female,Did not go,Yes,Ballet,New York City US,1948-03-25,,2.0,1958.0,False
Ethan Erickson,1973-08-05,M,1.78,,26.0,3.067036431212588,Male,Did not go,,,Minneapolis Minnesota US,1973-08-05,,,1995.0,False
Fred Weller,1966,M,1.88,,37.0,3.0623611573138074,Male,University of North Carolina at Charlotte,,,New Orleans Louisiana US,1966-04-18,,2.0,1991.0,True
Aaron Carter,1987-12-07,M,1.83,Blackfoot Confederacy,17.0,3.0545013905556955,Male,Did not go,,Dance,Tampa Florida,1987-12-07,,,1995.0,False
Verne Troyer,1969-01-01,M,0.813,White people,28.0,3.052608419222661,Male,Did not go,,,Sturgis Michigan US,1969-01-01,,,1994.0,False
Simon Baker,1969-07-30,M,1.78,,30.0,3.051848099567948,Male,Did not go,,,Launceston Tasmania Australia,1969-07-30,,3.0,1992.0,False
Michael T. Weiss,1962-02-02,M,1.91,,33.0,3.050580982768844,Male,Did not go,Yes,,Chicago Illinois US1,1962-02-02,,,1980.0,False
Channing Tatum,1980-04-26,M,1.854,Native Americans in the United States,24.0,3.047005802507192,Male,Did not go,,Soccer,Cullman Alabama US,1980-04-26,,1.0,2000.0,False
Mary Elizabeth Mastrantonio,1958-11-17,F,1.651,Italian Americans,25.0,3.044314349563736,Female,University of Illinois at Urbana-Champaign,,,Lombard Illinois US,1958-11-17,,2.0,1980.0,True
Thom Bishops,1978-10-19,M,1.83,,28.0,3.0422384887495224,,Did not go,,,,,,,,False
Jessica Kiper,1979-02-22,F,1.61,,27.0,3.0422384887495224,Female,Did not go,,,Florida US1nonprimary source needed,1979-02-22,,1.0,1999.0,False
Michael Clarke Duncan,1957-12-10,M,1.96,African Americans,37.0,3.038382547525882,Male,Did not go,,Football,Chicago Illinois US,1957-12-10,,,1994.0,False
Henry Silva,1928-09-15,M,1.88,,54.0,3.035215436037348,Male,sub 1500 school,,,New York City New York US,1926-09-23,,2.0,1952.0,False
Christopher Lloyd,1938-10-22,M,1.85,,42.0,3.030000445760204,Male,Did not go,Yes,,Stamford Connecticut US,1938-10-22,,,1961.0,False
Alan Alda,1936-01-28,M,1.88,Irish Americans,52.0,3.0284484727234764,Male,Fordham University ,Yes,,Manhattan New York City US,1936-01-28,,3.0,1955.0,True
Nora Zehetner,1981-02-05,F,1.6,,20.0,3.027490460993424,Female,Did not go,,Track,El Paso Texas US,1981-02-05,,,2000.0,False
Victoria Abril,1959-07-04,F,1.57,,34.0,3.0265857702006844,Female,Did not go,,,Malaga Spain,1959-07-04,,,1974.0,False
Jason Scott Lee,1966-11-19,M,1.765,Chinese Americans,23.0,3.0251988948434447,Male,Did not go,Yes,,Los Angeles California US,1966-11-19,,,1987.0,False
Denis Leary,1957-08-18,M,1.9,Irish Americans,36.0,3.018575072326408,Male,sub 1500 school,,Track,Worcester Massachusetts,1957-08-18,,2.0,,False
Adrien Brody,1973-04-14,M,1.85,Hungarian Americans,15.0,3.018106899371761,Male,City University of New York,,Dance,New York City US,1973-04-14,,,1989.0,True
Julia Stiles,1981-03-28,F,1.73,,15.0,3.0158019908543987,Female,Columbia University,Yes,,New York City US,1981-03-28,,3.0,1993.0,True
Felicity Jones,1983-10-17,F,1.59,English people,24.0,3.013440061313732,Female,University of Oxford,,,Birmingham West Midlands England,1983-10-17,,2.0,1996.0,True
Scott Foley,1972-07-15,M,1.85,,27.0,3.013134848242998,Male,Did not go,,Baseball,Kansas City Kansas US,1972-07-15,,3.0,1995.0,False
Rob Lowe,1964-03-17,M,1.8,,19.0,3.002160241750639,Male,Did not go,,Baseball,Charlottesville Virginia US,1964-03-17,,2.0,1979.0,False
Treat Williams,1951-12-01,M,1.77,,29.0,2.999946176877969,Male,sub 1500 school,Yes,Football,Stamford Connecticut US,1951-12-01,,2.0,1972.0,False
Nick Chinlund,1961-11-18,M,1.88,,32.0,2.995738078291509,Male,Did not go,,,New York City New York US,,,,,False
Edward Furlong,1977-08-02,M,1.7,Mexicans,13.0,2.987219122389453,Male,Did not go,,,Glendale California US,1977-08-02,,1.0,1990.0,False
Shannon Zeller,,F,1.6,,,2.98281903201628,,Did not go,,,,,,,,False
Heather Locklear,1961-09-25,F,1.65,Lumbee,22.0,2.98222656899514,Female,California State University - Los Angeles,,,Los Angeles California US,1961-09-25,,1.0,1980.0,True
Holter Graham,1972-02-11,M,1.77,,14.0,2.978257267617003,Male,sub 1500 school,,,Baltimore Maryland US,1972-02-11,,,1985.0,False
David Palffy,1969-03-05,M,1.82,,34.0,2.9751438709800384,Male,Did not go,,,Canada,1969-03-05,,3.0,,False
Erica Durance,1978-06-21,F,1.73,,25.0,2.9751438709800384,Female,Did not go,,,Calgary Alberta Canada,1978-06-21,,2.0,2001.0,False
Steve Buscemi,1957-12-13,M,1.75,Italian Americans,31.0,2.9723016733924696,Male,Specialised Drama School,,,New York City US,1957-12-13,,1.0,1983.0,False
Michael Gross,1947-06-21,M,1.9,,42.0,2.969811001520472,,Did not go,,,,,,,,False
Josh Charles,1971-09-15,M,1.8,,17.0,2.969375023720986,Male,Did not go,Yes,Football,Baltimore Maryland US,1971-09-15,,2.0,1988.0,False
Lyle Alzado,1949-04-03,M,1.9,Jewish people,38.0,2.9653795455677816,,Did not go,,Football,Brooklyn New York,1949-04-03,,,,False
Sam Neill,1947-09-14,M,1.822,Kiwi,41.0,2.963667740704149,Male,Victoria University of Wellington,,,Omagh County Tyrone Northern Ireland,1947-09-14,New ZealandUnited KingdomIreland12,4.0,1970.0,True
Rod Steiger,1925-04-14,M,1.78,,69.0,2.9613069693469134,Male,Did not go,,Dance,Westhampton New York US,1925-04-14,,,1946.0,False
Victoria Rowell,1959-05-10,F,1.7,African Americans,28.0,2.958637345400386,Female,Did not go,Yes,Ballet,Portland Maine US,1959-05-10,,2.0,1987.0,False
Linda Hamilton,1956-09-26,F,1.68,,28.0,2.957225624248316,Female,Specialised Drama School,Yes,,Salisbury Maryland US,1956-09-26,,2.0,1979.0,False
Haley Joel Osment,1988-04-10,M,1.626,White Americans,6.0,2.956784214816796,Male,York University,Yes,Football,Los Angeles California US,1988-04-10,,,1992.0,True
Brian Downey,1944-10-31,M,1.8,,66.0,2.9482852766716903,,Did not go,,,,,,,,False
Jeremy Akerman,1942,M,1.8,,69.0,2.9482852766716903,Male,Did not go,Yes,,,1942-05-28,,,,False
Max Perlich,1968-03-28,M,1.62,,21.0,2.946841976084478,Male,Did not go,,,Cleveland Ohio US,1968-03-26,,,1986.0,False
Emily Alyn Lind,2002-05-06,F,1.32,,7.0,2.944987190634994,Female,Did not go,,,,,,,,False
Ed Spear,1973-09-25,M,1.83,,35.0,2.944987190634994,,Did not go,,,,,,,,False
Jesse Kuhn,,M,1.3,,,2.944987190634994,,Did not go,,,,,,,,False
Louis Jourdan,1921-06-19,M,1.85,,61.0,2.944185089425659,Male,Did not go,,,Marseille France,1921-06-19,,1.0,1939.0,False
Catherine Hicks,1951-08-06,F,1.6,,33.0,2.938178771026818,Female,Cornell University,Yes,,New York City US,1951-08-06,,1.0,1976.0,True
Kathie Lee Gifford,1953-08-16,F,1.651,Jewish people,46.0,2.9296714605030503,Female,sub 1500 school,,,Paris France,1953-08-16,,,1970.0,False
George Burns,1896-01-20,M,1.7,Jewish people,,2.926003425163362,Male,Did not go,Yes,Baseball,New York City US,1896-01-20,,2.0,1902.0,False
Alexei Sayle,1952-08-07,M,1.8,Jewish people,31.0,2.92505015993084,Male,Did not go,,,Anfield Liverpool,1952-08-07,,,1979.0,False
Rita Tushingham,1942-03-14,F,1.562,,53.0,2.9237538478160965,Female,Did not go,Yes,,Garston Liverpool England,1942-03-14,,2.0,1961.0,False
Melanie Mayron,1952-10-20,F,1.664,,29.0,2.9208156072086218,Female,Specialised Drama School,,,Philadelphia Pennsylvania US,1952-10-20,,2.0,1974.0,False
Jessica Stroup,1986-10-23,F,1.72,,20.0,2.915584853128771,Female,Did not go,,,Anderson South Carolina US,1986-10-23,,,2005.0,False
Benson Fong,1916-10-10,M,1.75,Chinese Americans,66.0,2.913761477913494,Male,Colorado School of Mines,,,Sacramento California US,1916-10-10,,5.0,1936.0,True
James Russo,1953-04-23,M,1.78,Italian Americans,29.0,2.913166396998282,Male,New York University (NYU),,,New York City New York US,1953-04-23,,2.0,1977.0,True
Richard Widmark,1914-12-26,M,1.778,,69.0,2.9098508350105896,Male,sub 1500 school,,,Sunrise Township Minnesota US,1914-12-26,,1.0,1938.0,False
Brian McKnight,1969-06-05,M,1.918,African Americans,40.0,2.9005831729852485,Male,Did not go,,Track,Buffalo New York US,1969-06-05,,7.0,1988.0,False
Kate Winslet,1975-10-05,F,1.69,English people,19.0,2.8915699625977407,Female,Specialised Drama School,Yes,,Reading Berkshire England,1975-10-05,,3.0,1991.0,False
Stephen Gevedon,1966-03-30,M,1.94,,,2.8878119604846653,Male,Did not go,,,New York City New York United States,1966-03-30,American,,1994.0,False
Gabriel Byrne,1950-05-12,M,1.784,Irish people,30.0,2.886097505398354,Male,Specialised Acting School,Yes,Football,Dublin Ireland,1950-05-12,,3.0,1978.0,False
Michael Shulman,1981-12-31,M,1.7,,9.0,2.8846536507832736,,Did not go,,,,,,,,False
Edward Mulhare,1923-04-08,M,1.88,Irish people,59.0,2.8808319237321163,Male,Did not go,Yes,,Quaker Road Cork Ireland,1923-04-08,,,1947.0,False
Trisha Yearwood,1964-09-19,F,1.72,,28.0,2.880298241012137,Female,sub 1500 school,,,Monticello Georgia US,1964-09-19,,,1985.0,False
Lena Headey,1973-10-03,F,1.66,British,18.0,2.876800508513078,Female,Did not go,Yes,Ballet,Hamilton Bermuda,1973-10-03,,2.0,1992.0,False
Abigail Cruttenden,1968-03-23,F,1.68,,30.0,2.8692455007152056,Female,Did not go,Yes,Dance,Richmond London England,1968-03-23,,2.0,1980.0,False
Ron Perlman,1950-04-13,M,1.85,Jewish people,33.0,2.866174911636981,Male,sub 1500 school,Yes,,Manhattan New York US,1950-04-13,,2.0,1975.0,False
Judy Greer,1975-07-20,F,1.78,,24.0,2.8641412487903204,Female,sub 1500 school,Yes,,Detroit Michigan US,1975-07-20,,,1997.0,False
Lara Flynn Boyle,1970-03-24,F,1.68,,16.0,2.8605724434220976,Female,Did not go,,,Davenport Iowa US,1970-03-24,,,1986.0,False
Paul Dooley,1928-02-22,M,1.78,,56.0,2.859751594398217,Male,West Virginia University,,,Parkersburg West Virginia US,1928-02-22,,4.0,1954.0,True
John Rhys-Davies,1944-05-05,M,1.85,Welsh people,37.0,2.858942978383191,Male,University of East Anglia (UEA),,Dance,Salisbury Wiltshire England,1944-05-05,,3.0,1964.0,True
Leonor Varela,1972-12-29,F,1.69,French Chilean,28.0,2.858878308432395,Female,Did not go,,,Santiago Chile,1972-12-29,,2.0,1995.0,False
Noah Fleiss,1984-04-16,M,1.74,,9.0,2.857703858542624,Male,Did not go,,,White Plains New York US,1984-04-16,,,1989.0,False
Ray J,1981-01-17,M,1.7,African Americans,15.0,2.8474312869516525,,Did not go,,,McComb Mississippi US,1981-01-17,,2.0,1989.0,False
Shannon Leto,1970-03-09,M,1.5,,26.0,2.8459899047984347,Male,Did not go,,Track,Bossier City Louisiana US,1970-03-09,,,,False
Reeve Carney,1983-04-18,M,1.84,,16.0,2.845848909686503,Male,Did not go,,,New York City US,1983-04-18,,,1999.0,False
Sydney Lassick,1922-07-23,M,1.65,,69.0,2.834214774855234,Male,Did not go,,,Chicago Illinois US,1922-07-23,,,1958.0,False
Darren Shahlavi,1976-08-05,M,1.8,,28.0,2.819171975720074,Male,Did not go,Yes,Martial arts,Stockport Cheshire England,1972-08-05,,,1991.0,False
Harmony Korine,1973-01-04,M,1.73,American Jews,24.0,2.81643672674796,Male,Did not go,Yes,Dance,Bolinas California US,1973-01-04,,3.0,1994.0,False
Reg E. Cathey,1958-08-18,M,1.91,African Americans,35.0,2.8115365652966315,Male,Yale University,Yes,,Huntsville Alabama US,1958-08-18,,,1984.0,True
