,Actor name,Gender,Height,Ethnicity,Age at First Release,Success Score,University,Theater,Sports,Birth City,Citizenship,Number of Children,Birth Year,Birth Month,QS University Rank,Ranked Uni,Usable Uni Rank,Specialised Drama School,Specialised Acting School,Specialised Dance School,Specialised Arts School,Birth Region
5418,Nicholas Tse,M,1.75,,22.0,3.840325350223987,Did not go,False,No Sports,St Teresas Hospital Kowloon City Kowloon British Hong Kong,Canada11988220213Hong Kong14,2.0,1980.0,August,Not Ranked,0,3000,0,0,0,0,Rest of World
5419,Kristina Klebe,F,1.72,,25.0,3.839682810083488,Specialised Arts School,True,No Sports,New York City US,,,1979.0,June,Not Ranked,0,3000,0,0,0,1,USA
5420,Tamara Gorski,F,1.62,,34.0,3.839424012911203,Did not go,False,No Sports,Winnipeg Manitoba Canada,,,1968.0,November,Not Ranked,0,3000,0,0,0,0,Rest of World
5421,Ray Wise,M,1.765,,39.0,3.83631556463278,Did not go,False,No Sports,Akron Ohio US,,2.0,1947.0,August,Not Ranked,0,3000,0,0,0,0,USA
5422,Adam Campbell,M,1.71,,25.0,3.835757134765886,Did not go,False,No Sports,,,,1980.0,November,Not Ranked,0,3000,0,0,0,0,
5423,Meghan Heffern,F,1.65,,25.0,3.835667221601693,Did not go,False,No Sports,Edmonton Alberta Canada,,,1983.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
5424,Rick Fox,M,2.0,,26.0,3.834990988670101,sub 1500 school,False,Basketball,Toronto,,,1969.0,July,Not Ranked,0,3000,0,0,0,0,Rest of World
5425,Ed Koch,M,1.88,Jewish people,71.0,3.834990988670101,York University,True,Dance,New York City US,,,1924.0,December,353,1,353,0,0,0,0,USA
5426,Marv Albert,M,1.68,,54.0,3.834990988670101,York University,False,Football,Brooklyn New York City US,,4.0,1941.0,June,353,1,353,0,0,0,0,USA
5427,Dennis Rodman,M,1.98,African Americans,34.0,3.834990988670101,Did not go,False,Basketball,Trenton New Jersey,,,1961.0,May,Not Ranked,0,3000,0,0,0,0,USA
5428,John Salley,M,2.1,African Americans,31.0,3.834990988670101,Did not go,False,Basketball,Brooklyn New York,,,1964.0,May,Not Ranked,0,3000,0,0,0,0,USA
5429,Don Murray,M,1.87,,57.0,3.833316778386492,Did not go,False,No Sports,,,,1929.0,July,Not Ranked,0,3000,0,0,0,0,
5430,Dean Cameron,M,1.75,,25.0,3.833251599107231,sub 1500 school,True,No Sports,Morrison Illinois US,,1.0,1962.0,December,Not Ranked,0,3000,0,0,0,0,USA
5431,Kiersten Warren,F,1.645,,33.0,3.832957804707561,sub 1500 school,False,No Sports,,,2.0,1965.0,November,Not Ranked,0,3000,0,0,0,0,
5432,Richard Harris,M,1.85,Irish people,61.0,3.8329404510512712,Specialised Drama School,True,No Sports,Limerick Ireland,,,1930.0,October,Not Ranked,0,3000,1,0,0,0,United Kingdom
5433,Marisol Nichols,F,1.63,Spanish Americans,23.0,3.832747950762115,Did not go,False,No Sports,Chicago Illinois US,,1.0,1973.0,November,Not Ranked,0,3000,0,0,0,0,USA
5434,Aretha Franklin,F,1.65,African Americans,38.0,3.832040573943461,Did not go,False,No Sports,Memphis Tennessee US,,4.0,1942.0,March,Not Ranked,0,3000,0,0,0,0,USA
5435,David Boreanaz,M,1.85,,23.0,3.831531830784863,sub 1500 school,False,Football,Buffalo New York US,,2.0,1969.0,May,Not Ranked,0,3000,0,0,0,0,USA
5436,Grant Bowler,M,1.85,,42.0,3.83084357590068,Specialised Drama School,True,No Sports,Auckland New Zealand,,2.0,1968.0,July,Not Ranked,0,3000,1,0,0,0,Rest of World
5437,Elise Eberle,F,1.65,,13.0,3.829865897848405,Did not go,False,No Sports,,,,1993.0,March,Not Ranked,0,3000,0,0,0,0,
5438,Kylie Bax,F,1.78,,26.0,3.829260075681775,Did not go,False,No Sports,Thames Waikato New Zealand,,3.0,1975.0,January,Not Ranked,0,3000,0,0,0,0,Rest of World
5439,Patrick McGoohan,M,1.88,Irish people,67.0,3.828882994086592,Did not go,True,No Sports,Queens New York City US,IrelandUnited Statesa,3.0,1928.0,March,Not Ranked,0,3000,0,0,0,0,USA
5440,Diane Franklin,F,1.57,,19.0,3.82838695771232,sub 1500 school,False,No Sports,Plainview New York US2,,2.0,1963.0,February,Not Ranked,0,3000,0,0,0,0,USA
5441,Lauren C. Mayhew,F,1.702,,18.0,3.828304512445584,Did not go,False,Dance,,,,1985.0,November,Not Ranked,0,3000,0,0,0,0,
5442,Adam Gontier,M,1.88,,26.0,3.828304512445584,Did not go,False,No Sports,Peterborough Ontario Canada,,2.0,1978.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
5443,Bill Pullman,M,1.87,White Americans,32.0,3.8276628661855017,University of Massachusetts Amherst,True,No Sports,Hornell New York US,,3.0,1953.0,December,245,1,245,0,0,0,0,USA
5444,Ellie Cornell,F,1.63,,24.0,3.825917045653829,Did not go,False,No Sports,,,,1963.0,December,Not Ranked,0,3000,0,0,0,0,
5445,Megan Park,F,1.57,,20.0,3.82570222103599,Did not go,True,No Sports,Lindsay Ontario Canada,,2.0,1986.0,July,Not Ranked,0,3000,0,0,0,0,Rest of World
5446,Holly Aird,F,1.65,,33.0,3.825562877814024,Did not go,False,Ballet,Aldershot Hampshire England,,,1969.0,May,Not Ranked,0,3000,0,0,0,0,United Kingdom
5447,June Foray,F,1.4986,,70.0,3.8249104321710505,Did not go,True,Dance,Springfield Massachusetts US,,,1917.0,September,Not Ranked,0,3000,0,0,0,0,USA
5448,Sam Hennings,M,1.86,,43.0,3.823579866636576,Did not go,True,No Sports,Macon Georgia US,,,1950.0,December,Not Ranked,0,3000,0,0,0,0,USA
5449,Nigel Terry,M,1.8,British,35.0,3.823502078513606,Did not go,True,No Sports,Bristol England,,,1945.0,August,Not Ranked,0,3000,0,0,0,0,United Kingdom
5450,Keith-Lee Castle,M,1.88,White people,37.0,3.8232724370451607,Did not go,False,Football,England UK,,,1967.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
5451,Hannah Spearritt,F,1.63,,23.0,3.8232724370451607,Did not go,False,No Sports,Great Yarmouth Norfolk England,,2.0,1981.0,April,Not Ranked,0,3000,0,0,0,0,United Kingdom
5452,Oliver Hudson,M,1.85,Jewish people,22.0,3.823189445771882,Did not go,False,No Sports,Los Angeles California US,,3.0,1976.0,September,Not Ranked,0,3000,0,0,0,0,USA
5453,Luke Edwards,M,1.8,,9.0,3.822501488404984,Did not go,False,Football,,,,1980.0,March,Not Ranked,0,3000,0,0,0,0,
5454,Leven Rambin,F,1.626,,21.0,3.822358651443356,Texas Tech University,False,No Sports,Houston Texas US,,,1990.0,May,801,1,801,0,0,0,0,USA
5455,Jane Birkin,F,1.73,,35.0,3.8216776295872537,sub 1500 school,False,No Sports,Marylebone London England,United KingdomFrance,,1946.0,December,Not Ranked,0,3000,0,0,0,0,United Kingdom
5456,Talia Shire,F,1.62,Italian Americans,36.0,3.8204879407054455,Did not go,False,No Sports,New York City US,,3.0,1946.0,April,Not Ranked,0,3000,0,0,0,0,USA
5457,Jon Seda,M,1.727,Stateside Puerto Ricans,21.0,3.820211895718257,Did not go,False,No Sports,Manhattan New York US,,4.0,1970.0,October,Not Ranked,0,3000,0,0,0,0,USA
5458,Daniel Cosgrove,M,1.8,,30.0,3.8190318759388577,Did not go,False,No Sports,New Haven Connecticut US,,4.0,1970.0,December,Not Ranked,0,3000,0,0,0,0,USA
5459,Adam Harrington,M,1.85,,28.0,3.8190318759388577,Did not go,False,No Sports,,,,1972.0,November,Not Ranked,0,3000,0,0,0,0,
5460,Laila Rouass,F,1.651,Indians,40.0,3.818210463622708,Did not go,False,Football,Stepney London England,,1.0,1971.0,June,Not Ranked,0,3000,0,0,0,0,United Kingdom
5461,Jerry Adler,M,1.88,,63.0,3.8176209295690566,Did not go,True,No Sports,New York City US,,,1929.0,February,Not Ranked,0,3000,0,0,0,0,USA
5462,Peter Gabriel,M,1.791,,39.0,3.815017205363444,University of South Australia,False,No Sports,Chobham,,,1950.0,February,326,1,326,0,0,0,0,Rest of World
5463,Robert Miano,M,1.8,,40.0,3.812920471362579,Did not go,False,No Sports,New York City New York US,,,1942.0,September,Not Ranked,0,3000,0,0,0,0,USA
5464,Polly Shannon,F,1.73,,24.0,3.812864858455749,Did not go,False,No Sports,Kingston Ontario Canada,,2.0,1973.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
5465,Gary Coleman,M,1.42,African Americans,30.0,3.812864858455749,Did not go,False,No Sports,Zion Illinois US,,,1968.0,February,Not Ranked,0,3000,0,0,0,0,USA
5466,Esai Morales,M,1.78,Hispanic and Latino Americans,24.0,3.812014489013648,Specialised Drama School,True,No Sports,Brooklyn New York US2,,1.0,1962.0,October,Not Ranked,0,3000,1,0,0,0,USA
5467,Nancy Marchand,F,1.77,Italian Americans,60.0,3.811717467103541,Carnegie Mellon University,True,No Sports,Buffalo New York US,,3.0,1928.0,June,52,1,52,0,0,0,0,USA
5468,Molly Price,F,1.689,,44.0,3.811275902571541,Rutgers University–New Brunswick,False,No Sports,North Plainfield New Jersey US,,1.0,1966.0,December,299,1,299,0,0,0,0,USA
5469,Shelley Conn,F,1.65,English people,34.0,3.811275902571541,Specialised Drama School,True,No Sports,Barnet North London England,,1.0,,,Not Ranked,0,3000,1,0,0,0,United Kingdom
5470,Gene Kelly,M,1.7,,67.0,3.811135611639773,University of Pittsburgh,False,Dance,Pittsburgh Pennsylvania US,American Irish citizenship granted late in life1,3.0,1912.0,August,222,1,222,0,0,0,0,USA
5471,Pia Zadora,F,1.52,,29.0,3.810876967622935,Did not go,True,No Sports,Hoboken New Jersey US,,3.0,1954.0,May,Not Ranked,0,3000,0,0,0,0,USA
5472,Liam Cunningham,M,1.85,Irish people,33.0,3.810121789361063,Specialised Arts School,True,Dance,East Wall Dublin Ireland,,3.0,1961.0,June,Not Ranked,0,3000,0,0,0,1,United Kingdom
5473,Julia Louis-Dreyfus,F,1.6,,24.0,3.809610693293006,Northwestern University,True,Soccer,New York City US,,2.0,1961.0,January,47,1,47,0,0,0,0,USA
5474,Victoria Silvstedt,F,1.78,Swedes,26.0,3.809585397655795,Did not go,False,No Sports,Skelleftehamn Sweden,,,1974.0,September,Not Ranked,0,3000,0,0,0,0,Europe
5475,Dante Basco,M,1.69,Filipino Americans,16.0,3.809542587315094,Did not go,True,No Sports,Pittsburg California US,,1.0,1975.0,August,Not Ranked,0,3000,0,0,0,0,USA
5476,Amber Benson,F,1.63,,16.0,3.8089409001819368,Did not go,False,No Sports,Birmingham Alabama US,,,1977.0,January,Not Ranked,0,3000,0,0,0,0,USA
5477,Kari Matchett,F,1.676,,31.0,3.808921492209484,Did not go,True,No Sports,Spalding Saskatchewan Canada,,1.0,1970.0,March,Not Ranked,0,3000,0,0,0,0,Rest of World
5478,Daniel Magder,M,1.6,Jewish people,9.0,3.808921492209484,HSE University,False,No Sports,Toronto Ontario Canada,,,1991.0,December,399,1,399,0,0,0,0,Rest of World
5479,Bae Doo-Na,F,1.68,Koreans,22.0,3.808772440279287,Did not go,False,No Sports,,,,1979.0,October,Not Ranked,0,3000,0,0,0,0,
5480,Jenica Bergere,F,1.77,,37.0,3.808642763064548,Did not go,False,No Sports,,,,1974.0,July,Not Ranked,0,3000,0,0,0,0,
5481,Paul L. Smith,M,1.93,,43.0,3.807949922577658,Florida State University,False,No Sports,Everett Massachusetts US,,1.0,1939.0,February,461,1,461,0,0,0,0,USA
5482,Willie Nelson,M,1.676,,47.0,3.807550659534299,Did not go,False,No Sports,Abbott Texas US,,8.0,1933.0,April,Not Ranked,0,3000,0,0,0,0,USA
5483,Brigid Berlin,F,1.75,,54.0,3.80587856783183,Did not go,False,No Sports,New York City US,,,1939.0,September,Not Ranked,0,3000,0,0,0,0,USA
5484,Paris Hilton,F,1.73,Italian Americans,22.0,3.8055045946740726,Did not go,False,Dance,New York City US,,2.0,1981.0,February,Not Ranked,0,3000,0,0,0,0,USA
5485,Robert Z%27Dar,M,1.83,,37.0,3.805336791735188,Did not go,True,Football,Avondale Chicago Illinois US,,,1950.0,June,Not Ranked,0,3000,0,0,0,0,USA
5486,MacKenzie Astin,M,1.77,,14.0,3.804783798172781,Did not go,False,No Sports,Los Angeles California US,,,1973.0,May,Not Ranked,0,3000,0,0,0,0,USA
5487,Jimmy Fallon,M,1.78,Irish people,25.0,3.803721917156291,sub 1500 school,False,No Sports,New York City,,2.0,1974.0,September,Not Ranked,0,3000,0,0,0,0,USA
5488,Jason Alexander,M,1.64,,30.0,3.803526771587773,Boston University,True,No Sports,Newark New Jersey US,,2.0,1959.0,September,93,1,93,0,0,0,0,USA
5489,Katelyn Pacitto,F,1.65,,18.0,3.802990713849133,Did not go,False,No Sports,,,,1989.0,September,Not Ranked,0,3000,0,0,0,0,
5490,Charles Martin Smith,M,1.626,,31.0,3.8029291359592383,Did not go,False,No Sports,Van Nuys California US,,1.0,1953.0,October,Not Ranked,0,3000,0,0,0,0,USA
5491,Nick Brimble,M,1.93,English people,46.0,3.802699643722408,Did not go,True,No Sports,Bristol England,,,1944.0,July,Not Ranked,0,3000,0,0,0,0,United Kingdom
5492,John Cassini,M,1.75,Italian Canadians,27.0,3.8026877111194928,Did not go,False,No Sports,,,,1964.0,September,Not Ranked,0,3000,0,0,0,0,
5493,Steve Talley,M,1.85,,24.0,3.802532125863292,Did not go,False,No Sports,Indianapolis Indiana US,,1.0,1981.0,August,Not Ranked,0,3000,0,0,0,0,USA
5494,Chuck Mitchell,M,1.92,,57.0,3.801975002147053,Did not go,False,No Sports,Connecticut United States,,,1927.0,November,Not Ranked,0,3000,0,0,0,0,USA
5495,Bo Jackson,M,1.85,African Americans,33.0,3.8013298190294296,sub 1500 school,False,Baseball,Bessemer Alabama US,,,1962.0,November,Not Ranked,0,3000,0,0,0,0,USA
5496,Greg Wayne Elam,M,1.7526,Black people,,3.8013298190294296,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5497,Adam Horovitz,M,1.73,,24.0,3.800706712905413,Did not go,False,No Sports,,,,1966.0,October,Not Ranked,0,3000,0,0,0,0,
5498,Scott Wolf,M,1.702,,26.0,3.800681527168715,Did not go,True,No Sports,Boston Massachusetts US,,3.0,1968.0,June,Not Ranked,0,3000,0,0,0,0,USA
5499,Sharon Lawrence,F,1.651,,38.0,3.800383980198996,University of North Carolina at Charlotte,False,No Sports,Charlotte North Carolina US,,,1961.0,June,1001,1,1001,0,0,0,0,USA
5500,Francesca Fisher-Eastwood,F,1.47,,5.0,3.800099281371151,Did not go,False,No Sports,Redding California US,,1.0,1993.0,August,Not Ranked,0,3000,0,0,0,0,USA
5501,Earl Boen,M,1.8,,38.0,3.799409593200212,Did not go,False,No Sports,New York City US,,1.0,1945.0,November,Not Ranked,0,3000,0,0,0,0,USA
5502,Sting,M,1.82,British,33.0,3.79918432131915,Did not go,False,No Sports,,,,1951.0,October,Not Ranked,0,3000,0,0,0,0,
5503,Giovanni Ribisi,M,1.7145,Italians,21.0,3.797694930192256,Did not go,False,No Sports,Los Angeles California US,,3.0,1974.0,December,Not Ranked,0,3000,0,0,0,0,USA
5504,G. W. Bailey,M,1.7,,39.0,3.7974265856689424,sub 1500 school,True,No Sports,Port Arthur Texas US,,2.0,1944.0,August,Not Ranked,0,3000,0,0,0,0,USA
5505,Wes Studi,M,1.83,Cherokee,42.0,3.797163488600038,sub 1500 school,True,Dance,Nofire Hollow Oklahoma US,,3.0,1947.0,December,Not Ranked,0,3000,0,0,0,0,USA
5506,Theodore Bikel,M,1.85,Jewish people,,3.7970133894231175,Specialised Drama School,False,No Sports,Vienna Austria,,,1924.0,May,Not Ranked,0,3000,1,0,0,0,USA
5507,Richard Dillane,M,1.82,,35.0,3.79693150015769,Did not go,True,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
5508,Charles Barkley,M,1.98,African Americans,30.0,3.7965816434680586,Did not go,False,Basketball,Leeds Alabama,,,1963.0,February,Not Ranked,0,3000,0,0,0,0,USA
5509,Rie Rasmussen,F,1.791,Danes,24.0,3.796041931287589,Did not go,False,No Sports,Copenhagen Denmark,,1.0,1978.0,February,Not Ranked,0,3000,0,0,0,0,Europe
5510,Traylor Howard,F,1.65,,31.0,3.796004917567973,Florida State University,True,No Sports,Orlando Florida US,,2.0,1966.0,June,461,1,461,0,0,0,0,USA
5511,Ally Walker,F,1.78,,30.0,3.794995400878807,sub 1500 school,False,No Sports,Tullahoma Tennessee US,,3.0,1961.0,August,Not Ranked,0,3000,0,0,0,0,USA
5512,Alexander Chaplin,M,1.77,,24.0,3.794314733564019,Did not go,False,No Sports,New York City New York US,,2.0,1971.0,March,Not Ranked,0,3000,0,0,0,0,USA
5513,Kaila Yu,F,1.63,,23.0,3.79422619804506,"University of California, Los Angeles (UCLA)",False,No Sports,Taipei Taiwan,,,1979.0,May,29,1,29,0,0,0,0,Rest of World
5514,Kurtwood Smith,M,1.854,,37.0,3.793495100656924,Stanford University,True,No Sports,New Lisbon Wisconsin US,,2.0,1943.0,July,5,1,5,0,0,0,0,USA
5515,Joey Heatherton,F,1.65,,45.0,3.7915605846550657,sub 1500 school,False,Dance,Rockville Centre New York US,,,1944.0,September,Not Ranked,0,3000,0,0,0,0,USA
5516,Troy Donahue,M,1.91,,54.0,3.7915605846550657,Columbia University,False,No Sports,New York City US,,2.0,1936.0,January,23,1,23,0,0,0,0,USA
5517,Patricia Heaton,F,1.575,Irish Americans,33.0,3.791423531318781,The Ohio State University,False,No Sports,Bay Village Ohio US,,4.0,1958.0,March,151,1,151,0,0,0,0,USA
5518,Michael Des Barres,M,1.73,,41.0,3.7913926962977182,Did not go,False,No Sports,Hove,,,1948.0,January,Not Ranked,0,3000,0,0,0,0,Rest of World
5519,Billy Kay,M,1.7,,16.0,3.790627547380528,Did not go,False,No Sports,,,,1984.0,April,Not Ranked,0,3000,0,0,0,0,
5520,Andrea Marcovicci,F,1.63,,34.0,3.790434421215041,Did not go,False,No Sports,Manhattan New York City US,,1.0,1948.0,November,Not Ranked,0,3000,0,0,0,0,USA
5521,Ray Charles,M,1.75,African Americans,49.0,3.7902532886973614,Did not go,False,No Sports,Albany Georgia US,,12.0,1930.0,September,Not Ranked,0,3000,0,0,0,0,USA
5522,Nia Peeples,F,1.57,European Americans,27.0,3.790105391581821,Did not go,False,Dance,Hollywood California US,,2.0,1961.0,December,Not Ranked,0,3000,0,0,0,0,USA
5523,Keith McErlean,M,1.52,,,3.79002181125612,Specialised Acting School,True,No Sports,Carndonagh County Donegal Ireland,,,,,Not Ranked,0,3000,0,1,0,0,United Kingdom
5524,Elaine Hendrix,F,1.73,,28.0,3.7899392051801937,Did not go,False,No Sports,Oak Ridge Tennessee US,,,1970.0,December,Not Ranked,0,3000,0,0,0,0,USA
5525,Jennifer Irwin,F,1.67,,24.0,3.7899392051801937,McGill University,False,No Sports,Toronto Ontario Canada1,,,1975.0,June,30,1,30,0,0,0,0,Rest of World
5526,Dave Legeno,M,1.91,,45.0,3.789823444233362,Did not go,False,No Sports,Marylebone London England,,1.0,1963.0,October,Not Ranked,0,3000,0,0,0,0,United Kingdom
5527,Elizabeth McGovern,F,1.75,,19.0,3.788870954647309,Specialised Music School,True,Dance,Evanston Illinois US,,2.0,1961.0,July,Not Ranked,0,3000,0,0,0,0,USA
5528,John Gielgud,M,1.8,,77.0,3.788838227939708,Did not go,False,No Sports,,,,1904.0,April,Not Ranked,0,3000,0,0,0,0,
5529,Kane Hodder,M,1.92,,33.0,3.787053428032385,Did not go,False,No Sports,Auburn California US,,2.0,1955.0,April,Not Ranked,0,3000,0,0,0,0,USA
5530,Tracy Tweed,F,1.82,,29.0,3.786852634102946,Did not go,False,No Sports,St Johns Newfoundland and Labrador Canada1,,,1965.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
5531,von Flores,M,1.75,,35.0,3.786852634102946,Did not go,False,No Sports,Malabon Metro Manila Philippines,,2.0,1960.0,April,Not Ranked,0,3000,0,0,0,0,Rest of World
5532,Jemima Rooper,F,1.6,English people,23.0,3.786565212495948,Did not go,True,No Sports,Hammersmith London England,,,1981.0,October,Not Ranked,0,3000,0,0,0,0,United Kingdom
5533,Zakk Wylde,M,1.88,,34.0,3.7863473812009167,Did not go,False,No Sports,Bayonne New Jersey,,,1967.0,January,Not Ranked,0,3000,0,0,0,0,USA
5534,Rachel Griffiths,F,1.77,,25.0,3.7854711888240606,sub 1500 school,True,Dance,Melbourne Victoria Australiaa,,3.0,1968.0,December,Not Ranked,0,3000,0,0,0,0,USA
5535,Mallory Low,F,1.52,,22.0,3.784271029856013,Did not go,False,No Sports,,,,1989.0,August,Not Ranked,0,3000,0,0,0,0,
5536,Holliston Coleman,F,1.57,,8.0,3.783578633742994,Columbia University,False,No Sports,Pasadena California US,,,1992.0,June,23,1,23,0,0,0,0,USA
5537,Dwight Yoakam,M,1.83,,39.0,3.781911042364328,Did not go,False,No Sports,Pikeville Kentucky US,,1.0,1956.0,October,Not Ranked,0,3000,0,0,0,0,USA
5538,Mary Kay Place,F,1.549,,33.0,3.780883374600333,University of Tulsa,False,No Sports,Tulsa Oklahoma US,,,1947.0,September,1001,1,1001,0,0,0,0,USA
5539,David Alan Grier,M,1.87,African Americans,34.0,3.7806963273300913,Yale University,False,Dance,Detroit Michigan US,,,1956.0,June,16,1,16,0,0,0,0,USA
5540,Stephen Graham,M,1.66,English people,29.0,3.780660370552418,sub 1500 school,True,No Sports,Kirkby Lancashire England,,2.0,1973.0,August,Not Ranked,0,3000,0,0,0,0,United Kingdom
5541,Chris Payne Gilbert,M,1.83,,,3.780470571983317,Did not go,False,No Sports,Springfield Massachusetts,,1.0,,,Not Ranked,0,3000,0,0,0,0,USA
5542,Diane McBain,F,1.7,,58.0,3.780470571983317,Did not go,True,No Sports,Cleveland Ohio US,,1.0,1941.0,May,Not Ranked,0,3000,0,0,0,0,USA
5543,Michael Bergin,M,1.85,,30.0,3.780470571983317,Did not go,False,No Sports,Waterbury Connecticut United States,,2.0,1969.0,March,Not Ranked,0,3000,0,0,0,0,USA
5544,Gabriel Sunday,M,1.79,,23.0,3.780441006077088,Did not go,False,No Sports,Petaluma California,,,1985.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
5545,Sandra Oh,F,1.68,Koreans,25.0,3.780237407318404,Specialised Drama School,True,Ballet,Nepean Ontario Canada,"Canada, United States since 20181",,1971.0,July,Not Ranked,0,3000,1,0,0,0,Rest of World
5546,Kevin Dillon,M,1.75,Irish Americans,20.0,3.779760796480915,Did not go,False,No Sports,New Rochelle New York US,,2.0,1965.0,August,Not Ranked,0,3000,0,0,0,0,USA
5547,Sophie Monk,F,1.683,,26.0,3.778879318484522,Did not go,False,No Sports,London England United Kingdom,,,1979.0,December,Not Ranked,0,3000,0,0,0,0,United Kingdom
5548,Jim Parsons,M,1.88,,30.0,3.777878617910583,University of Houston,True,No Sports,Houston Texas US,,,1973.0,March,641,1,641,0,0,0,0,USA
5549,Jessica Harmon,F,1.72,,20.0,3.777840403066828,Did not go,False,No Sports,Barrie Ontario Canada,,1.0,1985.0,December,Not Ranked,0,3000,0,0,0,0,Rest of World
5550,William Shockley,M,1.9,,32.0,3.7775013095691214,sub 1500 school,False,No Sports,London England,,,1963.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
5551,Alan Rachins,M,1.82,,52.0,3.7775013095691214,Did not go,True,No Sports,Cambridge Massachusetts US,,1.0,1942.0,October,Not Ranked,0,3000,0,0,0,0,USA
5552,Bokeem Woodbine,M,1.83,African Americans,22.0,3.777314682945669,Did not go,False,No Sports,Harlem New York City US,,2.0,1973.0,April,Not Ranked,0,3000,0,0,0,0,USA
