Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start
Catherine Deneuve,1943-10-22,F,1.68,French,56.0,4.07741739386219,Male,,Yes,,Paris France,1943-10-22,,,1957
Jay Mohr,1970-08-23,M,1.753,Scottish Americans,26.0,4.07615156648399,Male,,Yes,,Verona New Jersey US,1970-08-23,,2,1990
Kristen Wilson,1969-09-04,F,1.7,African Americans,27.0,4.075902259232125,Female,,Yes,Ballet,Chelmsford Massachusetts US,1969-09-04,,3,1992
Dorothy Lamour,1914-12-10,F,1.65,Irish Americans,72.0,4.075542273029936,Female,,Yes,Dance,New Orleans Louisiana US,1914-12-10,,2,1933
Natalia Cigliuti,1978-09-06,F,1.67,,22.0,4.075080966051724,Female,,,,New York City New York US,1978-09-06,,2,1993
Dayle Haddon,1948-05-26,F,1.7,,40.0,4.074022397559761,Female,,,,Montreal Quebec Canada,1948-05-26,,,
David Caruso,1956-01-07,M,1.83,,26.0,4.073705084069537,Male,,Yes,,New York City US,1956-01-07,,3,1975
Steven Anthony Lawrence,1990-07-19,M,1.54,,13.0,4.073388916753999,Male,,,,Fresno California US,1990-07-19,,,1996
Jill Kelly,1971-02-01,F,1.65,White Americans,27.0,4.073280479461699,,,,,,,,,
Ray Allen,1975-07-20,M,1.96,African Americans,22.0,4.073280479461699,Male,,,Basketball,Merced California,1975-07-20,,,
Rachel Hunter,1969-09-09,F,1.8,,31.0,4.072810683763552,Female,,,Ballet,Glenfield Auckland New Zealand,1969-09-08,,2,1986
Teri Garr,1947-12-11,F,1.702,,33.0,4.072701610389907,Female,"Actors Studio, Lee Strasberg Theatre and Film Institute",Yes,Dance,Los Angeles California USa,1944-12-11,,1,1963
Gordon Michael Woolvett,1970-06-12,M,1.664,,28.0,4.072366095365217,Male,,,,Hamilton Ontario Canada,,,3,1984
Vince Corazza,1972-12-06,M,510.0,,25.0,4.072366095365217,Male,,Yes,Dance,Newmarket Ontario Canada,,,,1993
Bob Peck,1945-08-23,M,1.87,,47.0,4.072264796013796,Male,,Yes,,Leeds West Riding of Yorkshire England,1945-08-23,,3,1972
Amanda Burton,1956-10-10,F,1.63,,,4.071887115705154,Female,School,Yes,,Derry Northern Ireland,1956-10-10,,2,1981
Ice T,1958-02-16,M,1.8,African Americans,34.0,4.071763604005923,Male,Crenshaw High School,,Track,Newark New Jersey US,1958-02-16,,3,1982
Jérôme Le Banner,1972-12-26,M,1.9,,35.0,4.071487193532933,Male,,,,Le Havre,1972-12-26,,,1992
Jack O%27Connell,1990-08-01,M,1.73,,19.0,4.071411173484092,,,,,,,,,
Forbes Kb,1965-05-29,M,1.79,,44.0,4.071411173484092,,,,,,,,,
Ben Drew,1983-10-22,M,1.73,,25.0,4.071411173484092,,,,,,,,,
Doug Hutchison,1960-05-26,M,1.68,,28.0,4.070685234995055,Male,University of MinnesotaJuilliard School,Yes,,Dover Delaware US,1960-05-26,,,1988
Tom Waits,1949-12-07,M,1.803,,33.0,4.070604458098204,Male,,,Track,Pomona California US,1949-12-07,,3,1969
Bo Derek,1956-11-20,F,1.6,Welsh Americans,27.0,4.070468048331915,Female,,,Track,Long Beach California US,1956-11-20,,,1973
Thomas McDonell,1986-05-02,M,1.7,,21.0,4.070362597071089,Male,,Yes,,Manhattan New York US,1986-05-02,,,2008
Russell Brand,1975-06-04,M,1.85,English people,32.0,4.0702341919946,Male,Italia Conti Academy of Theatre ArtsDrama Centre London,,Dance,Grays Essex,1975-06-04,,3,2006
Chris Noth,1954-11-13,M,1.85,,46.0,4.069843638549167,Male,Marlboro College BAYale University MFA,Yes,,Madison Wisconsin US,1954-11-13,,2,1981
Denise Vasi,1981-03-01,F,1.7,,30.0,4.069464936406628,Female,,,,New York City US,1983-03-01,,2,2006
Louis Lombardi,1968,M,1.727,,29.0,4.0686286014735975,Male,,,,The Bronx New York US,1968-01-17,,1,1993
Keith Carradine,1949-08-08,M,1.854,,30.0,4.068375698937302,Male,,Yes,,San Mateo California US,1949-08-08,,4,1969
Adam Lamberg,1984-09-14,M,1.62,Jewish people,17.0,4.067766033420953,Male,,,,New York City US,1984-09-14,,,1996
Rupert Friend,1981-10-01,M,1.85,,23.0,4.067657970629925,Male,,,,Cambridge England,,,,2004
Marisa Ryan,1974-11-20,F,1.57,,26.0,4.06633566309164,Female,,,,Manhattan New York US,1974-11-20,,,1983
Anne Marie Loder,1969-08-03,F,1.7,,40.0,4.066145039056755,Female,,,,St Johns Newfoundland and Labrador Canada,1969-08-03,,1,1993
Michael Kopsa,1956-01-22,M,1.8,,53.0,4.066145039056755,Male,,,,Toronto Ontario Canada,1956-01-22,,1,1979
Daniel Gillies,1976-03-14,M,1.85,,28.0,4.066085560876499,Male,,Yes,,Winnipeg Manitoba Canada,1976-03-14,CanadaNew Zealand,2,1998
Paul Stanley,1952-01-20,M,1.82,Ashkenazi Jews,47.0,4.065161710040258,Male,,Yes,Track,New York City US,1952-01-20,,4,1970
Ace Frehley,1951-04-27,M,1.85,,48.0,4.065161710040258,Male,,,Dance,New York City US,1951-04-27,,,1964
Richard Ayoade,1977-06-12,M,1.88,British Nigerian,35.0,4.064418377259808,Male,St Catharines College Cambridge BA,,,Hammersmith London England,1977-05-23,,3,2000
Mr. T,1952-05-21,M,1.78,African Americans,30.0,4.064200230336264,Male,,,Football,Chicago Illinois US,1952-05-21,,,1980
Charlotte Sullivan,1983-10-21,F,1.72,,12.0,4.063783902755119,Female,,,,Toronto Ontario Canada,,,1,1996
Cady Huffman,1965-02-02,F,1.75,,27.0,4.062960268606083,Female,,Yes,Track,Santa Barbara California US,,,,1985
Bryan Massey,1975,M,1.78,,33.0,4.062805648763491,Male,,Yes,,Pontiac Michigan US,1971-06-13,,,1983
Kathleen Kinmont,1965-02-03,F,1.77,,23.0,4.062678083381233,Female,,,,,1965-02-03,,,
William Friedkin,1935-08-29,M,1.83,,76.0,4.062653032891367,Male,Senn High School,,Basketball,Chicago Illinois US,1935-08-29,,2,1962
Paula Devicq,1965-07-07,F,1.72,,46.0,4.062653032891367,Female,,,,Edmonton Alberta Canada,,,,1985
Laetitia Casta,1978-05-11,F,1.69,Corsicans,33.0,4.062653032891367,Female,,,,PontAudemer Normandy France,1978-05-11,,4,1993
Monica Raymund,1986-07-26,F,1.7,,25.0,4.062653032891367,Female,Juilliard School BFA,Yes,Dance,St Petersburg Florida US,1986-07-26,,,2004
Ron Jeremy,1953-03-12,M,1.68,Jewish people,44.0,4.062272954588257,Male,Queens College City University of New York BA MA,Yes,,Queens New York US,1953-03-12,,,1979
Paige Turco,1965-05-17,F,1.626,,25.0,4.062157172476698,Female,,Yes,Ballet,Boston Massachusetts US,1965-05-17,,1,1987
Agnes Bruckner,1985-08-16,F,1.72,,16.0,4.06207468787855,Female,,,Ballet,Los Angeles California US,1985-08-16,,2,1996
Callie Thorne,1969-11-20,F,1.6,British Americans,33.0,4.061783390200986,Female,,Yes,,Boston Massachusetts US,,,,1996
Lar Park Lincoln,1961-05-12,F,1.651,,27.0,4.061761993432727,Female,,,,Dallas Texas US,1961-05-12,,2,1985
Heidi Kozak,1963-05-05,F,1.62,,25.0,4.061761993432727,Female,,,,Copenhagen Denmark1,,,,1987
Jane Fonda,1937-12-21,F,1.73,Germans,43.0,4.061632710319393,Male,Vassar CollegeActors Studio,,Dance,New York City US,1937-12-21,,3,1959
Stephen Furst,1955-05-08,M,1.778,,33.0,4.061406959280031,Male,Virginia Commonwealth University,,,Norfolk Virginia US,1954-05-08,,2,1973
Annabeth Gish,1971-03-13,F,1.73,,16.0,4.06138767976598,Female,Duke University BA,,,Albuquerque New Mexico US,1971-03-13,,2,1986
Roy Dotrice,1923-05-26,M,1.75,,61.0,4.061314917053111,Male,,,,Guernsey Bailiwick of Guernsey,1923-05-26,British,3,1957
Callan McAuliffe,1995-01-24,M,1.78,White people,15.0,4.060907963563846,Male,,Yes,Track,Sydney New South Wales Australia,,,,2004
John Robinson,1985-10-25,M,1.79,,17.0,4.060634997045189,,,,,,,,,
Betsy Blair,1923-12-11,F,1.68,White Americans,64.0,4.06056179701663,Female,,,Dance,Cliffside Park New Jersey US,1923-12-11,,1,1947
Daniel Wu,1974-09-30,M,1.82,Chinese Americans,29.0,4.060269949046377,Male,University of Oregon,Yes,Martial arts,Berkeley California US,1974-09-30,United States,1,1998
Sammo Hung,1952-01-07,M,1.7,Hongkongers,52.0,4.060269949046377,Male,,,Martial arts,Hong Kong,1952-01-07,,,1961
Karen Mok,1970-06-02,F,1.67,Eurasian,34.0,4.060269949046377,Female,,,,British Hong Kong,1970-06-02,,,1993
Mia Sara,1967-06-19,F,1.63,,18.0,4.059492187140935,Female,Saint Anns School,,,Brooklyn Heights New York US,1967-06-19,,2,1985
Flavor Flav,1959-03-16,M,1.7,African Americans,31.0,4.058940964361993,Male,,,Basketball,Roosevelt New York,1959-03-16,,,1985
Stephen Marcus,1962-06-18,M,1.93,White people,34.0,4.058862184808952,Male,,,,Portsmouth Hampshire England,1962-06-18,,,1985
Sydney Tamiia Poitier,1973-11-15,F,1.8,Bahamian Americans,25.0,4.0585935092722405,Female,New York UniversityStella Adler Studio of Acting,,,Los Angeles California US,,,1,1998
Valerie Perrine,1943-09-03,F,1.7,,36.0,4.058349082532332,Female,,Yes,Dance,Galveston Texas US,1943-09-03,,,1971
Gil Bellows,1967-06-28,M,1.778,,27.0,4.058130121341962,Male,Academy,,,Vancouver British Columbia Canada,1967-06-28,,2,1988
Kiera Chaplin,1982-07-01,F,1.73,Irish people,19.0,4.058115928431165,Male,,,,Belfast Northern Ireland,1982-07-01,,,
Julianne Moore,1960-12-03,F,1.6,Scottish Americans,29.0,4.057865480641368,Male,Boston University BFA,Yes,,Fort Bragg North Carolina US,1960-12-03,,2,1984
Michelle Harrison,1975-03-24,F,1.75,,30.0,4.057506500524038,,,,,,,,,
Mariette Hartley,1940-06-21,F,1.77,,48.0,4.057192959940224,Female,Carnegie Institute of Technology BFA,,,Weston Connecticut US2,1940-06-21,,2,1962
Billy Zane,1966-02-24,M,1.83,Greek Americans,19.0,4.057182061339974,Male,,Yes,,Chicago Illinois US,1966-02-24,,2,1985
Linda Harrison,1945-07-26,F,1.67,,39.0,4.056521589731629,Male,Stephen Decatur High School,,Ballet,Berlin Maryland US,1945-07-26,,2,1966
Sam Riley,1980-01-08,M,1.85,,31.0,4.056240816916057,Male,,,,Menston Bradford West Yorkshire England,1980-01-08,,1,2002
Sarah Wynter,1973-02-15,F,1.73,,27.0,4.05580717029538,Female,,,,Newcastle New South Wales Australia,1973-02-15,,3,1997
Noah Gray-Cabey,1995-11-16,M,1.57,African Americans,10.0,4.055498726483207,Male,Harvard University,,,Chicago Illinois US,1995-11-16,,,2001
Greta Scacchi,1960-02-18,F,1.75,Italian Australians,29.0,4.054900460632399,Female,Bristol Old Vic Theatre School,Yes,Dance,Milan Italy,1960-02-18,ItalyAustraliaUnited Kingdom,2,1981
Robert Morley,1908-05-26,M,1.842,,74.0,4.0547623996753455,Male,,Yes,,Semley Wiltshire England,1908-05-26,,3,1928
Mike Ditka,1939-10-18,M,1.91,Ukrainian Americans,65.0,4.054706393693451,Male,College Football Hall of Fame,,Football,Carnegie Pennsylvania,1939-10-18,,,
Alex Jennings,1957-05-10,M,1.88,,45.0,4.0545730596647465,Male,,Yes,,Upminster Essex England,1957-05-10,,2,1978
Alek Wek,1977-04-16,F,1.8,Dinka people,25.0,4.0545730596647465,Female,,,,Wau Sudannow South Sudan,1977-04-16,,,1995
Quinton Jackson,1978-06-20,M,1.85,,30.0,4.054238257042671,Male,,,Martial arts, US,1978-06-20,,,1999
Siena Goines,1969-03-28,F,1.7,,33.0,4.053096000046248,Female,,,,Washington DC,1969-03-28,,,1995
Milo Ventimiglia,1977-07-08,M,1.78,Irish Americans,21.0,4.052758222646305,Male,University of California Los Angeles,Yes,,Anaheim California US,1977-07-08,,,1995
Roseanne Barr,1952-11-03,F,1.626,Jewish people,38.0,4.052688037497485,Female,,,,Salt Lake City Utah US,1952-11-03,,5,1970
Dov Tiefenbach,1981-12-08,M,1.65,,14.0,4.052552427393901,Male,,,,Toronto Ontario Canada,1981-12-08,,,1994
Sterling Beaumon,1995-06-02,M,1.87,,14.0,4.052075716653179,Male,,,,,,,,2005
Kris Lemche,1978-02-23,M,1.67,,20.0,4.051770734783835,Male,,,,Brampton Ontario Canada,,,,1996
Bobby Brown,1969-02-05,M,1.78,,32.0,4.051674972701106,,,,Track,Boston Massachusetts US,1969-02-05,,7,1978
Bill Brochtrup,1963-03-07,M,1.867,,36.0,4.0515647225505225,Male,New York University BA,Yes,,Inglewood California,1963-03-07,,,1984
Janet Varney,1976-02-16,F,1.79,,32.0,4.051366299345054,Female,San Francisco State University BA,Yes,,Tucson Arizona US,1976-02-16,,,2003
Frank Stallone,1950-07-30,M,1.791,,31.0,4.05045473701118,,,,Dance,Maryland US,1950-07-30,,,1976
Wayne Brady,1972-06-02,M,1.82,African Americans,31.0,4.05020078871154,Male,,Yes,Dance,Columbus Georgia US,1972-06-02,,2,1990
Corin Nemec,1971-11-05,M,1.85,,16.0,4.0496168093156495,Male,,Yes,,Little Rock Arkansas,1971-11-05,,2,1983
Rosie Perez,1964-09-06,F,1.562,Puerto Ricans,27.0,4.0494769144110645,Female,Los Angeles City CollegeWest Los Angeles College2,,Dance,Brooklyn New York US1,1964-09-06,,,1983
Edward Albert,1951-02-20,M,1.83,,43.0,4.049312147944691,Male,,,,Los Angeles California US,1951-02-20,,1,1965
Margaret Anne Florence,1978-12-08,F,1.65,,27.0,4.049018132274089,Female,College of Charleston BANew York University MFA,Yes,,Charleston South Carolina US,1978-12-08,,,
Michael Fury,,M,2.03,,,4.049018132274089,Male,,,,Brentwood New York,1964-04-20,,,
Stelio Savante,1970-04-24,M,1.82,,36.0,4.049018132274089,Male,,Yes,Tennis,Cape Town South Africa,,,,1996
Anton Rodgers,1933-01-10,M,1.77,,53.0,4.0489791669632025,Male,"Italia Conti Academy, London Academy of Music and Dramatic Art",,,Ealing Middlesex England,1933-01-10,,5,1947
Richard Herd,1932-09-26,M,1.803,,51.0,4.0487030804765824,Male,,,,Boston Massachusetts US,1932-09-26,,2,1970
Ken Olandt,1958-04-22,M,1.82,,27.0,4.048358954065331,Male,Summer School,,,Richmond California US,1958-04-22,,,1983
Jullian Dulce Vida,1966-06-19,M,1.7,,35.0,4.047906338015435,,,,,,,,,
Shavar Ross,1971-03-04,M,1.67,African Americans,14.0,4.047902400032764,Male,Pasadena City College AA,,,The Bronx New York US,,,,1980
David Duchovny,1960-08-07,M,1.84,Jewish people,28.0,4.047788700996764,Male,Princeton University BAYale University MA,,Basketball,New York City US,1960-08-07,,2,1987
Kenya Moore,1971-01-24,F,1.77,African Americans,24.0,4.047569527261085,Female,Wayne State University BS,,,Detroit Michigan US,1971-01-24,,1,1992
Gina Mantegna,1990-04-17,F,1.64,Italians,17.0,4.047447755202596,Female,,,,Manhattan New York US,1990-04-17,,,2003
Lee Marvin,1924-02-19,M,1.88,,59.0,4.047371559319712,Male,Manumit SchoolSt Leo College Preparatory School,,,New York City US,1924-02-19,,4,1950
Olivia Burnette,1977-03-24,F,1.57,,18.0,4.047060476936468,Female,New York University Tisch School of the Arts,,,San Clemente California US,1977-03-24,,,1983
Catherine Bach,1954-03-01,F,1.73,Mexican Americans,30.0,4.047031282403292,Female,University of California Los Angeles,Yes,,Warren Ohio US1,1954-03-01,,2,1973
Kelly Rowan,1965-10-26,F,1.7,,29.0,4.045757909793367,Female,,,,Ottawa Ontario Canada,1965-10-26,,1,1984
Marguerite Moreau,1977-04-25,F,1.6,,15.0,4.045718477606112,Female,,,,Riverside California US,1977-04-25,,1,1991
Aishwarya Rai,1973-11-01,F,1.7,Indians,33.0,4.045682086083663,Female,University of Mumbai,,Dance,Mangalore Karnataka India,1973-11-01,,1,1991
Barbi Benton,1950-01-28,F,1.6,,32.0,4.045305927537455,Female,,,Dance,New York City US,1950-01-28,,2,1968
David Belle,1973-04-29,M,1.79,French,29.0,4.04527395908196,Male,,,,Fécamp France,1973-04-29,,,
Katie Chonacas,1980-11-11,F,1.65,,28.0,4.045111025347055,Female,,,,Detroit Michigan,,,,1990
Keri Lynn Pratt,1978-09-23,F,1.73,,21.0,4.042945255736515,Female,,,Dance,Concord New Hampshire US,1978-09-23,,,1999
Elizabeth Hart,1980-09-25,F,1.61544,,19.0,4.042945255736515,,,,,,,,,
Song Kang-Ho,1967-01-17,M,1.8,Koreans,35.0,4.042854317184437,Male,,Yes,,Gimhae South Gyeongsang South Korea,1967-01-17,,2,1991
Shin Ha-Kyun,1974-05-30,M,1.75,,27.0,4.042854317184437,,,,,,,,,
Gloria Stuart,1910-07-04,F,1.65,,87.0,4.042043492470146,Male,University of California Berkeley,Yes,,Santa Monica California US,1910-07-04,,,1927
Henry Brandon,1912-06-08,M,1.9558,,71.0,4.041295377225813,,,,,,,,,
J. K. Simmons,1955-01-09,M,1.778,,38.0,4.041055651720788,Male,University of Montana BA,Yes,Football,Grosse Pointe Michigan US,1955-01-09,,2,1977
Emily Lloyd,1970-09-29,F,1.702,,19.0,4.041032056198764,Female,Italia Conti Academy of Theatre Arts,,Football,London England,1970-09-29,,1,1986
Kelly Hu,1968-02-13,F,1.65,Native Hawaiians,21.0,4.040516795015011,Female,,,Martial arts,Honolulu Hawaii US,1968-02-13,,,1987
Sid Caesar,1922-09-08,M,1.87,Jewish people,59.0,4.039738456853718,Male,,Yes,,Yonkers New York US,1922-09-08,,3,1945
Martha Plimpton,1970-11-16,F,1.65,,11.0,4.039459575676736,Female,,Yes,,New York City US,1970-11-16,,,1981
Amy Yasbeck,1962-09-12,F,1.7,,27.0,4.039442252430898,Female,,Yes,,Blue Ash Ohio US,1962-09-12,,1,1985
Debi Mazar,1964-08-13,F,1.65,American Jews,26.0,4.039256176500235,Female,,,Dance,New York City US,1964-08-13,,2,1981
Erik Palladino,1968-05-10,M,1.83,Armenians in Italy,30.0,4.038933549559159,Male,,,,Yonkers New York US,1968-05-10,,3,1994
Valérie Kaprisky,1962-08-19,F,1.68,,20.0,4.038826964386982,Female,,,,NeuillysurSeine France,1962-08-19,,,
Vendela Kirsebom,1967-01-12,F,1.72,Swedes,30.0,4.038603145794601,Female,,,Dance,Stockholm Sweden,1967-01-12,,2,1988
Katy Mixon,1981-03-30,F,1.7,,27.0,4.0383411293114895,Female,Carnegie Mellon University BFA,Yes,Baseball,Pensacola Florida US,1981-03-30,,2,2001
Mickey Rooney,1920-09-23,M,1.57,Scottish Americans,60.0,4.038255856831329,Male,Academy Award,,,New York City New York US,1920-09-23,,9,1926
Hugh Grant,1960-09-09,M,1.8,British,33.0,4.037931351754642,Male,New College Oxford,,Football,Hammersmith London England,1960-09-09,,5,1982
Courtney Peldon,1981-04-13,F,1.549,,13.0,4.037680874480142,Female,,Yes,,New York City New York US,1981-04-18,,,1986
Michael Delorenzo,1959-10-31,M,1.77,,28.0,4.036641328352944,Male,,Yes,Ballet,The Bronx New York US,,,,1978
Marion Ramsey,1947-05-10,F,1.56,,37.0,4.036622077169638,Female,Police Academy,,,Philadelphia,1947-05-10,,,1975
Shawn Michael Phelan,1975-01-07,M,1.77,,16.0,4.035691808112921,Male,,Yes,,Stoughton Massachusetts US,1975-01-07,,,1989
Sam Hazeldine,1972,M,1.8,White people,40.0,4.034881651786372,Male,,Yes,,Hammersmith London England,1972-03-29,,,2003
Ian Virgo,1981-05-05,M,1.8,,30.0,4.034881651786372,,,,,,,,,
Daniela Ruah,1983-12-02,F,1.74,Jewish people,28.0,4.034097363270643,Female,,Yes,Dance,Boston Massachusetts US,1983-12-02,United States Portugal,2,2000
Aaron Tveit,1983-10-21,M,1.83,,28.0,4.033362823902691,Male,Ithaca College BFA,Yes,Soccer,Middletown New York US,1983-10-21,,,2003
Anthony Chisholm,,M,1.867,,,4.033362823902691,,,,,,,,,
Colleen Haskell,1976-12-06,F,1.65,,24.0,4.033283665805339,Female,,,,Bethesda Maryland US,1976-12-06,,,
Chad Bannon,1970-11-13,M,1.93,,32.0,4.031297281531827,Male,,,,Denver Colorado,1970-11-13,,,1993
Paz Vega,1976-01-02,F,1.67,Spaniards,28.0,4.030737251428453,Female,,,Dance,Seville Spain,1976-01-02,,3,1997
Constantine Maroulis,1975-09-17,M,1.9,,36.0,4.03072651782367,Male,,Yes,Track,Brooklyn,1975-09-17,,,2003
Diego Boneta,1990-11-29,M,1.75,Mexicans,21.0,4.03072651782367,Male,,,,Mexico City Mexico,1990-11-29,MexicanAmericanSpanish,,2002
Mary J. Blige,1971-01-11,F,1.664,African Americans,41.0,4.03072651782367,Female,The Umbrella Academy,,,New York City US,1971-01-11,,,1988
Taylor Negron,1957-08-01,M,1.88,Jewish people,33.0,4.030631175225869,Male,,,,Glendale California US,1957-08-01,,,1975
Joe Flanigan,1967-01-05,M,1.88,,32.0,4.030354623678501,Male,,,,Los Angeles California US,1967-01-05,,3,1994
Juliet Mills,1941-11-21,F,1.57,,57.0,4.030354623678501,Female,Elmhurst Ballet School,Yes,Ballet,London England,1941-11-21,United Kingdom 1941presentUnited States1975present,2,1942
Jason Gedrick,1965-02-07,M,1.8,,26.0,4.030062077338751,Male,,,,Chicago Illinois US,1965-02-07,,3,1983
Lamman Rucker,1971-10-06,M,1.9,,38.0,4.029319859593955,Male,,,Football,Pittsburgh Pennsylvania US,1971-10-06,,,1998
Billy Jayne,1969-04-10,M,1.75,,14.0,4.029115403785781,Male,,,,Queens New York City US,1969-04-10,,,1973
James Wolk,1985-03-22,M,1.93,Jewish people,25.0,4.028864210219183,Male,University of Michigan BFA,Yes,Dance,Farmington Hills Michigan US,,,2,2006
Jenna Leigh Green,1974-08-22,F,1.63,,36.0,4.028864210219183,Female,,Yes,,West Hills California US,1974-08-22,,,1994
Valerie Bertinelli,1960-04-23,F,1.626,White people,43.0,4.028362329509717,Male,Granada Hills Charter High School,,,Wilmington Delaware US,1960-04-23,,,1971
Chad Faust,1980-07-14,M,1.83,,23.0,4.028362329509717,Male,,,,Victoria British Columbia1,1980-07-14,,,2000
Greg Kean,1962-09-27,M,1.8,,41.0,4.028362329509717,Male,,Yes,,Oshawa Ontario Canada,1962-09-27,,,
Rachel Roberts,1978-04-08,F,1.75,,24.0,4.027446725670742,,,,,,,,,
Rod Simmons,1955-04-02,M,1.8,,47.0,4.027446725670742,,,,,,,,,
Claudia Jordan,1973-04-12,F,1.73,African Americans,29.0,4.027446725670742,Female,Baldwin Wallace UniversityLong Island University BA,,,Providence Rhode Island US,1973-04-12,,,1990
Christina Rydell,,F,1.73,Mexican Americans,,4.027446725670742,,,,,,,,,
Jenni Blong,,F,1.65,,,4.027446725670742,Female,,Yes,,,,,,1990
Tania Saulnier,1982-03-05,F,1.67,,24.0,4.02735841841631,Female,,,Dance,,,,,1998
Natasha Leggero,1974-03-26,F,1.55,,26.0,4.027121488176888,Female,Hunter College BAStella Adler Studio of Acting,Yes,Swimming,Rockford Illinois,1974-03-26,,1,2000
Austin Butler,1991-08-17,M,1.83,,17.0,4.026922788646433,Male,,,,Anaheim California US,1991-08-17,,,2005
Valarie Rae Miller,1974-04-16,F,1.676,African Americans,27.0,4.026227952644197,Female,,,,,,,,1993
Phil Fondacaro,1958-11-08,M,1.067,,26.0,4.0258907478869626,Male,,,,New Orleans Louisiana United States,1958-11-08,,3,1981
Rachel Ticotin,1958-11-01,F,1.702,Jewish people,31.0,4.025667770793003,Female,,Yes,Dance,The Bronx New York US,1958-11-01,,1,1978
Craig T. Nelson,1944-04-04,M,1.92,,36.0,4.025444297320831,Male,University of Arizona,,Dance,Spokane Washington US,1944-04-04,,3,1969
Rick Moranis,1953-04-18,M,1.5494,Jewish people,31.0,4.025440380129467,Male,,,,Toronto Ontario Canada,1953-04-18,,2,1976
